hekayt,bab
"درویشی را شنیدم که به غاری در نشسته بود و در به روی از جهانیان بسته و ملوک و اغنیا را در چشمِ همّتِ او شوکت و هیبت نمانده. هر که بر خود درِ سؤال گشاد
تا بمیرد، نیازمند بوَد آز بگذار و پادشاهی کن
گردنِ بی‌طمع بلند بوَد یکی از ملوک آن طرف اشارت کرد که توقّع به کرمِ اخلاقِ مردان چنین است که به نمک با ما موافقت کنند. شیخ رضا داد، به حکمِ آن که اِجابتِ دعوت، سنّت است. دیگر روز مَلِک به عذرِ قدومش رفت. عابد از جای برجَست و در کنارش گرفت و تلطُّف کرد و ثَنا گفت. چو غایب شد، یکی از اصحاب پرسید شیخ را که: چندین ملاطفت امروز با پادشه که تو کردی، خلافِ عادت بود و دیگر ندیدیم‌. گفت نشنیده‌ای که گفته‌اند: هر که را بر سِماط بنشَستی
واجب آمد، به خدمتش برخاست گوش تواند که همه عمر وی
نشنوَد آوازِ دف و چنگ و نی دیده شکیبد ز تماشایِ باغ
بی گل و نسرین به سر آرَد دِماغ ور نبوَد بالش‌ِ آکنده پَر
خواب توان کرد، خَزَف زیرِ سَر ور نبوَد دلبرِ همخوابه پیش
دست توان کرد در آغوشِ خویش وین شکمِ بی‌هنر‌ِ پیچ‌پیچ
صبر ندارد که بسازد به هیچ",3
"یکی را از دوستان گفتم: امتناع سخن گفتنم به علّتِ آن اختیار آمده است در غالبِ اوقات، که در سخنْ نیک و بد اتّفاق افتد و دیدهٔ دشمنان جز بر بدی نمی‌آید. گفت: دشمن آن به که نیکی نبیند. وَ اَخُو الْعَداوَةِ لا یَمُرُّ بِصالِحٍ
اِلّا وَ یَلْمُزُهُ بِکَذّابٍ اَشِرْ هنر به چشم عداوت بزرگتر عیب است
گل است سعدی و در چشم دشمنان خار است نورِ گیتی‌فروزِ چشمهٔ هور
زشت باشد به چشمِ موشکِ کور",4
"بازرگانی را هزار دینار خسارت افتاد. پسر را گفت: نباید که این سخن با کسی در میان نهی. گفت: ای پدر! فرمان تو راست، نگویم، ولکن خواهم مرا بر فایدهٔ این مطلع گردانی که: مصلحت در نهان داشتن چیست؟ گفت: تا مصیبت دو نشود؛ یکی نقصانِ مایه و دیگر شماتتِ همسایه. مگوی اندُهِ خویش با دشمنان
که لاحَوْل گویند شادی‌کنان",4
"جوانی خردمند از فنونِ فضایل حظّی وافر داشت و طبعی نافر. چندانکه در محافلِ دانشمندان نشستی، زبان سخن ببستی. باری پدرش گفت: ای پسر! تو نیز آنچه دانی، بگوی. گفت: ترسم که بپرسند از آنچه ندانم و شرمساری برم. نشنیدی که صوفی‌یی می‌کوفت
زیرِ نعلینِ خویش میخی چند؟ آستینش گرفت سرهنگی
که: بیا نعل بر ستورم بند",4
"عالمی معتبر را مناظره افتاد با یکی از مَلاحده، لَعَنَهُمُ اللهُ عَلیٰ حِدَةٍ، و به حجّت با او بس نیامد؛ سپر بینداخت و برگشت. کسی گفتش: تو را با چندین فضل و ادب که داری، با بی‌دینی حجّت نماند؟ گفت: علمِ من قرآن است و حدیث و گفتارِ مشایخ و او بدینها معتقد نیست و نمی‌شنود؛ مرا شنیدنِ کفرِ او به چه کار می‌آید؟ آن کس که به قرآن و خبر زو نرهی
آن است جوابش که: جوابش ندهی",4
"جالینوس ابلهی را دید دست در گریبان دانشمندی زده و بی‌حرمتی همی‌کرد. گفت: اگر این نادان نبودی، کارِ وی با نادانان بدینجا نرسیدی. دو عاقل را نباشد کین و پیکار
نه دانایی ستیزد با سبکسار اگر نادان به وحشت سخت گوید
خردمندش به نرمی دل بجوید دو صاحبدل نگه دارند مویی
همیدون سرکشی و آزرم‌جویی و گر بر هر دو جانب جاهلانند
اگر زنجیر باشد، بگسلانند یکی را زشت‌خویی داد دشنام
تحمّل کرد و گفت: ای خوب فرجام بتر زآنم که خواهی گفتن، آنی
که دانم، عیب من چون من ندانی",4
"سَحْبانِ وائِل را در فصاحت بی‌نظیر نهاده‌اند، به حکمِ آنکه بر سرِ جمع، سالی سخن گفتی؛ لفظی مکرّر نکردی وگر همان اتفاق افتادی به عبارتی دیگر بگفتی. وز جملهٔ آدابِ نُدَماءِ ملوک یکی این است: سخن گرچه دلبند و شیرین بود
سزاوارِ تصدیق و تحسین بود چو یک بار گفتی، مگو باز پس
که حلوا چو یک بار خوردند، بس",4
"یکی را از حکما شنیدم که می‌گفت: هرگز کسی به جهلِ خویش اقرار نکرده است مگر آن کس که چون دیگری در سخن باشد، همچنان ناتمام گفته، سخن آغاز کند. سخن را سر است اى خردمند و بُن
میاور سخن در میانِ سخُن خداوندِ تدبیر و فرهنگ و هوش
نگوید سخن، تا نبیند خموش",4
"تنی چند از بندگانِ محمود گفتند حسنِ میمندی را که: سلطان امروز تو را چه گفت در فلان مصلحت؟ گفت: بر شما هم پوشیده نباشد. گفتند: آنچه با تو گوید، به امثالِ ما گفتن روا ندارد. گفت: به اعتمادِ آن که داند که نگویم، پس چرا همی‌پرسید؟ نه هر سخن که برآید، بگوید اهلِ شناخت
به سرِّ شاه سر خویشتن نشاید باخت",4
"در عقدِ بَیْع سرایی مُتَرَدِّد بودم. جهودی گفت: آخر من از کدخدایانِ این محلّتم؛ وصفِ این خانه چنان که هست از من پرس. بخر که هیچ عیبی ندارد. گفتم: به جز آن که تو همسایهٔ منی! خانه‌ای را که چون تو همسایه است
ده درم سیمِ بد عیار ارزد لکن امّیدوار باید بود
که پس از مرگِ تو هزار ارزد",4
"یکی از شعرا پیشِ امیرِ دزدان رفت و ثَنایی بر او بگفت. فرمود تا جامه از او بَرکنَند و از ده به در کنند. مسکین برهنه به سرما همی‌رفت. سگان در قفایِ وی افتادند. خواست تا سنگی بردارد و سگان را دفع کند، در زمین یخ گرفته بود؛ عاجز شد. گفت: این چه حرامزاده مردمانند؛ سگ را گشاده‌اند و سنگ را بسته! امیر از غرفه بدید و بشنید و بخندید. گفت: ای حکیم! از من چیزی بخواه. گفت: جامهٔ خود می‌خواهم، اگر انعام فرمایی. رَضینٰا مِنْ نَوالِکَ بِالرَّحیلِ. امیدوار بوَد آدمى به خیرِ کسان
مرا به خیرِ تو امّید نیست، شر مرسان سالارِ دزدان را بر او رحمت آمد و جامه باز فرمود و قبا پوستینی بر او مزید کرد و دِرَمی چند.",4
"منجّمی به خانه در آمد، یکی مردِ بیگانه را دید با زنِ او به هم نشسته. دشنام و سقط گفت و فتنه و آشوب خاست. صاحبدلی که بر این واقف بود، گفت: تو بر اوجِ فلک چه دانى چیست؟
که ندانى که در سرایت کیست؟",4
"خطیبی کَریه‌الصّوت خود را خوش‌آواز پنداشتی و فریادِ بیهده برداشتی. گفتی نَعیبِ غُرابَ‌الْبَیْن در پردهٔ اَلحانِ اوست، یا آیتِ «اِنَّ اَنْکَرَ الْاَصْواتِ» در شأنِ او. اِذا نَهَقَ الْخَطیبُ اَبُوالْفَوارِسْ
لَهُ شَغَبٌ یَهُدُّ اصْطَخْرَ فٰارِسْ مردمِ قَرْیه به علّتِ جاهی که داشت، بَلیّتش می‌کشیدند و اذیّتش را مصلحت نمی‌دیدند. تا یکی از خُطبایِ آن اقلیم که با او عِداوتی نهانی داشت، باری به پرسش آمده بودش؛ گفت: تو را خوابی دیده‌ام، خیر باد. گفتا: چه دیدی؟ گفت: چنان دیدمی که تو را آواز خوش بود و مردمان از اَنْفاسِ تو در راحت. خطیب اندر این لَختی بیندیشید و گفت: این مبارک خواب است که دیدی که مرا بر عیب خود واقف گردانیدی. معلوم شد که آوازِ ناخوش دارم و خلق از بلند خواندنِ من در رنج. توبه کردم کز این پس خطبه نگویم مگر به آهستگی. از صحبت دوستی برنجم
کاخلاق بَدَم، حَسَن نماید عیبم هنر و کمال بیند
خارم گل و یاسمن نماید کو دشمنِ شوخ‌چشم ِ ناپاک
تا عیبِ مرا به من نماید؟",4
"یکی در مسجدِ سنجار به تطوّع بانگ گفتی به ادایی که مستمعان را از او نفرت بودی و صاحب مسجد امیری بود عادلِ نیک‌سیرت، نمی‌خواستش که دل‌آزرده گردد. گفت: ای جوانمرد! این مسجد را مؤذّنانند قدیم، هر یکی را پنج دینار مرتّب داشته‌ام، تو را ده دینار می‌دهم تا جایی دیگر روی. بر این قول اتّفاق کردند و برفت. پس از مدّتی در گذری پیش امیر باز آمد. گفت: ای خداوند! بر من حیف کردی که به ده دینار از آن بُقعه به در کردی که اینجا که رفته‌ام، بیست دینارم همی‌دهند تا جای دیگر روم و قبول نمی‌کنم! امیر از خنده بی‌خود گشت و گفت: زنهار! تا نستانی که به پنجاه راضی گردند! به تیشه کس نخراشد ز رویِ خارا گِل
چنان که بانگِ درشت تو می‌خراشد دل",4
"ناخوش‌آوازی به بانگِ بلند قرآن همی‌خواند. صاحبدلی بر او بگذشت، گفت: تو را مُشاهره چند است؟ گفت: هیچ. گفت: پس این زحمتِ خود چندین چرا همی‌دهی؟ گفت: از بهرِ خدا می‌خوانم. گفت: از بهر خدا مخوان. گر تو قرآن بر این نَمَط خوانی
ببری رونقِ مسلمانی",4
"حسن میْمندی را گفتند: «سلطان محمود چندین بندهٔ صاحب‌جمال دارد که هر یکی بدیعِ جهانی‌اند. چگونه افتاده است که با هیچ یک از ایشان میل و محبتی ندارد، چنان که با اَیاز که حسنی زیادتی ندارد؟» گفت: «هر چه به دل فرو آید، در دیده نکو نماید.» هر که سلطان مریدِ او باشد
گر همه بد کند، نکو باشد و آن که را پادشه بیندازد
کَسش از خیل خانه ننوازد کسی به دیدهٔ انکار اگر نگاه کند
نشانِ صورتِ یوسف دهد به ناخوبی و گر به چشمِ ارادت نگه کنی در دیو
فرشته‌ایت نماید به چشم کَرّوبی",5
"گویند خواجه‌ای را بنده‌ای نادر الحُسن بود و با وی به سبیلِ مودّت و دیانت نظری داشت. با یکی از دوستان گفت: «دریغ این بنده، با حُسن و شَمایِلی که دارد اگر زبان‌درازی و بی‌ادبی نکردی.» گفت: «ای برادر! چو اقرارِ دوستی کردی، توقّعِ خدمت مدار که چون عاشق و معشوقی در میان آمد، مالک و مملوک برخاست.» خواجه با بندهٔ پری‌رخسار
چون در آمد به بازی و خنده نه عجب، کاو چو خواجه حکم کند
واین کشد بارِ ناز چون بنده",5
"پارسایی را دیدم به محبّتِ شخصی گرفتار، نه طاقتِ صبر و نه یارایِ گفتار. چندان که ملامت دیدی و غَرامت کشیدی، ترکِ تَصابی نگفتی و گفتی: کوته نکنم ز دامنت دست
ور خود بزنی به تیغِ تیزم بعد از تو مَلاذ و مَلْجَائی نیست
هم در تو گریزم، ار گریزم باری، ملامتش کردم و گفتم: عقلِ نفیست را چه شد تا نفسِ خسیس غالب آمد؟ زمانی به فکرت فرو رفت و گفت: هر کجا سلطانِ عشق آمد، نماند
قوّتِ بازویِ تقویٰ را محل پاک‌دامن چون زِیَد بیچاره‌ای
اوفتاده تا گریبان در وَحَل؟",5
"یکی را دل از دست رفته بود و ترکِ جان کرده و مَطْمَحِ نظرش جایی خطرناک و مَظنّهٔ‌ هلاک. نه لقمه‌ای که مصوّر شدی که به کام آید یا مرغی که به دام افتد. چو در چشمِ شاهد نیاید زرت
زر و خاکْ یکسان نماید برت باری، به نصیحتش گفتند: از این خیالِ مُحال تجنّب کن که خلقی هم بدین هوس که تو داری، اسیرند و پای در زنجیر. بنالید و گفت: دوستان گو، نصیحتم مکنید
که مرا دیده بر ارادتِ اوست جنگ‌جویان به زورِ پنجه و کتف
دشمنان را کُشند و خوبانْ دوست شرطِ مودّت نباشد به اندیشهٔ‌ جان، دل از مهرِ جانان برگرفتن. تو که در بندِ خویشتن باشی
عشق‌بازِ دروغ‌زن باشی گر نشاید به دوست ره بردن
شرطِ یاری است در طلب مردن گر دست رسد که آستینش گیرم
ور نه، بروم بر آستانش میرم متعلّقان را که نظر در کارِ او بود و شفقت به روزگارِ او، پندش دادند و بندش نهادند و سودی نکرد. دردا که طبیبْ صبر می‌فرماید
وین نفسِ حریص را شکَر می‌باید آن شنیدی که شاهدی به نهفت
با دل از دست رفته‌ای می‌گفت: تا تو را قدرِ خویشتن باشد
پیشِ چشمت چه قدرِ من باشد؟ آورده‌اند که مر آن پادشه‌زاده که مملوحِ نظر او بود خبر کردند که جوانی بر سرِ این میدان مداومت می‌نماید، خوش‌طبع و شیرین‌زبان و سخن‌هایِ لطیف می‌گوید و نکته‌هایِ بَدیع از او می‌شنوند و چنین معلوم همی‌شود که دل‌آشفته است و شوری در سر دارد. پسر دانست که دل‌آویختهٔ‌ اوست و این گردِ بلا انگیختهٔ‌ او؛ مَرکب به جانبِ او راند. چون دید که نزدیکِ او عزم دارد، بگریست و گفت: آن کس که مرا بکشت، باز آمد پیش
مانا که دلش بسوخت بر کشتهٔ خویش چندان که ملاطفت کرد و پرسیدش از کجایی و چه نامی و چه صنعت دانی؟ در قَعرِ بَحرِ مودّت چنان غریق بود، که مجال نفس نداشت. اگر خود هفت سَبْع از بر بخوانی
چو آشفتی الف ب ت ندانی گفتا: سخنی با من چرا نگویی که هم از حلقهٔ‌ درویشانم بلکه حلقه به گوشِ ایشانم؟ آنگه به قوّتِ استیناسِ محبوب از میانِ تلاطمِ امواج محبّت سر برآورد و گفت: عجب است با وجودت که وجودِ من بمانَد
تو به گفتن اندر آییّ و مرا سخن بماند این بگفت و نعره‌ای زد و جان به حقّ تسلیم کرد. عجب از کشته نباشد به درِ خیمهٔ دوست
عجب از زنده که چون جان به در آورد سَلیم؟",5
"یکی را از متَعَلّمان کمالِ بَهجتی بود و معلّم از آنجا که حسِّ بشریّت است با حُسنِ بَشَرهٔ او معاملتی داشت و وقتی که به خلوتش دریافتی، گفتی: نه آنچنان به تو مشغولم ای بهشتی‌روی
که یادِ خویشتنم در ضمیر می‌آید ز دیدنت نتوانم که دیده دربندم
و گر مقابله بینم که تیر می‌آید باری پسر گفت: آن چنان که در آدابِ درس من نظری می‌فرمایی در آدابِ نفسم نیز تأمّل فرمای، تا اگر در اخلاقِ من ناپسندی بینی که مرا آن پسند همی‌نماید، بر آنم اطْلاع فرمایی تا به تبدیلِ آن سعی کنم. گفت: ای پسر! این سخن از دیگری پرس که آن نظر که مرا با توست، جز هنر نمی‌بینم. چشمِ بداندیش که برکنده باد
عیب نماید، هنرش در نظر ور هنری داری و هفتاد عیب
دوست نبیند به جز آن یک هنر",5
"شبی یاد دارم که یاری عزیز از در در آمد؛ چنان بیخود از جای برجستم که چراغم به آستین کشته شد. سَرَیٰ طَیْفُ مَنْ یَجْلُو بِطَلْعَتِهِ الدُّجیٰ
شگفت آمد از بختم که این دولت از کجا؟ بنشست و عتاب آغاز کرد که: مرا در حال بدیدی چراغ بکشتی، به چه معنی؟ گفتم: به دو معنی: یکی آن که گمان بردم که آفتاب برآمد و دیگر آنکه این بیتم به خاطر بود: چون گرانی به پیشِ شمع آید
خیزش اندر میان جمع بِکُش ور شکرخنده‌ایست شیرین‌لب
آستینش بگیر و شمع بکش",5
"یکی، دوستی را که زمان‌ها ندیده بود گفت: کجایی که مشتاق بوده‌ام؟ گفت: مشتاقی به که ملولی. دیر آمدى، اى نگار سرمست
زودت ندهیم دامن از دست معشوقه که دیر دیر بینند
آخر، کم از آنکه سیر بینند؟ شاهد که با رفیقان آید، به جفا کردن آمده است؛ به حکمِ آنکه از غیرت و مُضادّت خالی نباشد. اِذٰا جِئتَنی فی رُفْقَةٍ لِتَزُورَنی
وَ اِنْ جِئْتَ فی صُلْحٍ فَأَنتَ مُحارِبُ به یک نفس که برآمیخت یار با اَغیار
بسی نماند که غیرت وجودِ من بکشد به خنده گفت که من شمعِ جمعم ای سعدی
مرا از آن چه که پروانه خویشتن بکُشد؟",5
"یاد دارم در ایّامِ پیشین که من و دوستی، چون دو بادام‌مغز در پوستی صحبت داشتیم. ناگاه اتّفاقِ مَغِیْب افتاد. پس از مدتی که باز آمد، عتاب آغاز کرد که: در این مدّت قاصدی نفرستادی. گفتم: دریغ آمدم که دیدهٔ قاصد به جمال تو روشن گردد و من محروم. یارِ دیرینه، مرا، گو، به زبان توبه مده
که مرا توبه به شمشیر نخواهد بودن رشکم آید که کسی سیر نگه در تو کند
باز گویم: نه که کس سیر نخواهد بودن",5
"دانشمندی را دیدم به کسی مبتلا شده و رازش بر مَلا افتاده. جورِ فراوان بردی و تحمّل بی‌کران کردی. باری به لطافتش گفتم: دانم که تو را در مودّتِ این منظور علّتی و بنایِ محبّت بر زَلَّتی نیست؛ با وجود چنین معنی، لایقِ قدرِ علما نباشد خود را متّهم گردانیدن و جورِ بی‌ادبان بردن. گفت: ای یار! دستِ عتاب از دامنِ روزگارم بدار. بارها در این مصلحت که تو بینی اندیشه کردم و صبر بر جفایِ او سهل‌تر آید همی که صبر از دیدنِ او و حکما گویند: دل بر مجاهده نهادن آسان‌تر است که چشم از مشاهده بر گرفتن. هر که بی او به سر نشاید برد
گر جفایی کند، بباید برد روزی، از دست، گفتمش، زنهار!
چند از آن روز گفتم استغفار نکند دوست زینهار از دوست
دل نهادم بر آنچه خاطرِ اوست گر به لطفم به نزدِ خود خواند
ور به قهرم براند، او داند",5
"در عُنْفُوانِ جوانی چنان که افتد و دانی، با شاهدی سَری و سِرّی داشتم، به حکمِ آن که حَلقی داشت طَیِّبُ الْاَدا وَ خَلقی کَالْبَدْرِ إذٰا بَدٰا. آن که نَباتِ عارِضش آبِ حیات می‌خورَد
در شکرش نگه کند هر که نَبات می‌خورَد اتّفاقاً به خلافِ طبعْ از وی حرکتی بدیدم که نپسندیدم؛ دامن از او در کشیدم و مُهره برچیدم و گفتم: برو هر چه می‌بایدت پیش گیر
سرِ ما نداری، سرِ خویش گیر شنیدمش که همی‌رفت و می‌گفت: شپّره گر وصلِ آفتاب نخواهد
رونقِ بازارِ آفتاب نکاهد این بگفت و سفر کرد و پریشانی او در من اثر. فَقَدْتُ زَمانَ الْوَصْلِ وَ الْمَرْءُ جاهِلٌ
بِقَدْرِ لَذیذِ الْعَیْشِ قَبْلَ المَصٰائِبِ باز آی و مرا بکش که پیشت مردن
خوشتر که پس از تو زندگانی کردن امّا به شُکر و مِنّتِ باری، پس از مدّتی باز آمد، آن حلقِ داوودی متغیّر شده و جمالِ یوسفی به زیان آمده و بر سیبِ زَنَخْدانش چون بِهْ گردی نشسته و رونقِ بازار حُسنش شکسته، متوقّع که در کنارش گیرم، کناره گرفتم و گفتم: آن روز که خطِّ شاهدت بود
صاحب‌نظر از نظر براندی امروز بیامدی به صلحش
کش فتحه و ضمّه بر نشاندی تازه بهارا، وَرَقت زرد شد
دیگ منه، کآتشِ ما سرد شد چند خرامیّ و تکبّر کنی؟
دولتِ پارینه تصوّر کنی پیشِ کسی رو که طلبکارِ توست
ناز بر آن کن که خریدارِ توست سبزه در باغ، گفته‌اند: خوش است
داند آن کس که این سخن گوید یعنی از رویِ نیکوان خط سبز
دلِ عشّاق بیشتر جوید بوستانِ تو گَنْدِنازاری‌ست
بس که بر می‌کنیّ و می‌روید گر صبر کُنی ور نَکَنی مویِ بناگوش
این دولتِ ایّامِ نکویی به سر آید گر دست به جان داشتمی همچو تو بر ریش
نگذاشتمی تا به قیامت که بر آید سؤال کردم و گفتم: جمالِ روی تو را
چه شد که مورچه بر گردِ ماه جوشیده‌ست؟ جواب داد: ندانم چه بود رویم را؟
مگر به ماتمِ حُسنم سیاه پوشیده‌ست",5
"یکی را پرسیدند از مُسْتَعْرِبانِ بغداد: مٰا تَقُولُ فِی الْمُرْدِ؟ گفت: لا خَیْرَ فیهِمْ مادامَ اَحَدُهُمْ لَطیفاً یَتَخاشَنُ؛ فَاِذا خَشُنَ یَتَلاطَفُ؛ یعنی چندان‌که خوب و لطیف و نازک‌اندام است، درشتی کند و سختی؛ چون سخت و درشت شد چنان که به کاری نیاید، تلطّف کند و درشتی نماند. اَمْرَد آن گه که خوب و شیرین است
تلخ گفتار و تندخوی بود چون به ریش آمد و به لعنت شد
مردم آمیز و مهرجوی بود",5
"یکی را از علما پرسیدند که: یکی با ماهروییست در خلوت نشسته و درها بسته و رقیبان خفته و نفس طالب و شهوت غالب، چنان که عرب گوید: اَلتَّمْرُ یانِعٌ وَ النّٰاطورُ غَیْرُ مانِعٍ؛ هیچ باشد که به قوّتِ پرهیزگاری از او به سلامت بماند؟ گفت: اگر از مهرویان به سلامت بماند از بدگویان نماند. و اِنْ سَلِمَ اْلإنسانُ مِنْ سُوءِ نَفْسِهِ
فَمِنْ سُوءِ ظَنِّ الْمُدَّعی لَیْسَ یَسْلَمُ شاید پسِ کار خویشتن بنشستن
لیکن نتوان زبانِ مردم بستن",5
"طوطیی با زاغ در قفس کردند و از قُبحِ مشاهدهٔ او مُجاهده می‌برد و می‌گفت: این چه طَلعتِ مَکروه است و هَیْأتِ مَمقوت و مَنظرِ ملعون و شمایلِ ناموزون؟ یا غُرابَ‌الْبَیْنِ، یا لَیْتَ بَیْنی و بَیْنَکَ بُعْدَ المَشْرِقَیْنِ. عَلی‌الصَّباح به رویِ تو هر که برخیزد
صباحِ روزِ سلامت بر او مَسا باشد بد اختری چو تو در صحبتِ تو بایستی
ولی چنین که تویی، در جهان کجا باشد؟ عجب آن که غُراب از مجاورتِ طوطی هم به جان آمده بود و ملول شده، لاحول‌کنان از گردشِ گیتی همی‌نالید و دستهایِ تَغابُن بر یکدگر همی مالید که: این چه بختِ نگون است و طالعِ دُون و ایّامِ بوقلمون! لایق قدرِ من آنستی که با زاغی به دیوارِ باغی بر خرامان همی رفتمی. پارسا را بس این قدر زندان
که بود هم طویلهٔ رندان بلی، تا چه کردم که روزگارم به عقوبتِ آن در سِلکِ صحبتِ چنین ابلهی، خودرای، ناجنس، خیره درای، به چنین بند بلا مبتلا گردانیده است؟ کس نیاید به پایِ دیواری
که بر آن صورتت نگار کنند گر تو را در بهشت باشد جای
دیگران دوزخ اختیار کنند این ضرب‌المثل بدان آوردم تا بدانی که صدچندان که دانا را از نادان نفرت است، نادان را از دانا وحشت است. زاهدی در سَماعِ رندان بود
زآن میان گفت شاهدی بلخی گر ملولی ز ما، تُرُش منشین
که تو هم در میانِ ما تلخی جمعی چو گل و لاله به هم پیوسته
تو هیزمِ خشک در میانی رَسْتَه چون باد مخالف و چو سرما ناخوش
چون برف نشسته‌ایّ و چون یخ بسته",5
"رفیقی داشتم که سالها با هم سفر کرده بودیم و نمک خورده و بی کران حقوقِ صحبت ثابت شده، آخر به سببِ نفعی اندک، آزارِ خاطرِ من روا داشت و دوستی سپری شد و با این همه از هر دو طرف دلبستگی بود که شنیدم روزی دو بیت از سخنان من در مجمعی همی‌گفتند: نگارِ من چو در آید به خندهٔ نمکین
نمک زیاده کند بر جراحتِ ریشان چه بودی ار سرِ زلفش به دستم افتادی
چو آستینِ کریمان به دستِ درویشان طایفهٔ درویشان بر لطفِ این سخن نه، که بر حسنِ سیرتِ خویش آفرین بردند و او هم در این جمله مبالغه کرده بود و بر فوتِ صحبتِ قدیم تأسّف خورده و به خطایِ خویش اعتراف نموده. معلوم کردم که از طرفِ او هم رغبتی هست؛ این بیتها فرستادم و صلح کردیم: نه ما را در میان عهد و وفا بود؟
جفا کردیّ و بدعهدی نمودی به یک بار از جهان دل در تو بستم
ندانستم که برگردی به زودی هنوزت گر سرِ صلح است باز آی
کز آن مقبول‌تر باشی که بودی",5
"یکی را زنی صاحب جمالِ جوان درگذشت و مادرزن فرتوت به علّتِ کابین در خانه مُتَمَکِّن بماند و مرد از مُحاورتِ او به جان رنجیدی و از مجاورتِ او چاره ندیدی، تا گروهی آشنایان به پرسیدن آمدندش. یکی گفتا: چگونه‌ای در مفارقتِ یارِ عزیز؟ گفت: نادیدنِ زن بر من چنان دشخوار نیست که دیدنِ مادرزن. گل به تاراج رفت و خار بماند
گنج برداشتند و مار بماند دیده بر تارکِ سَنان دیدن
خوشتر از رویِ دشمنان دیدن واجب است از هزار دوست برید
تا یکی دشمنت نباید دید",5
"یاد دارم که در ایّامِ جوانی گذر داشتم به کویی و نظر با رویی، در تموزی که حَرورش دهان بخوشانیدی و سَمومش مغز استخوان بجوشانیدی. از ضعفِ بشریّت تابِ آفتابِ هَجِیر نیاوردم و التجا به سایهٔ دیواری کردم، مترقّب که کسی حَرِّ تموز از من به بَرد آبی فرو نشاند که همی ناگاه از ظلمتِ دهلیزِ خانه‌ای روشنی بتافت، یعنی جمالی که زبانِ فصاحت از بیانِ صَباحتِ او عاجز آید، چنان که در شب تاری صبح بر آید یا آبِ حیات از ظلمات به در آید، قدحی برفاب بر دست و شکر در آن ریخته و به عرق برآمیخته. ندانم به گلابش مطیّب کرده بود یا قطره‌ای چند از گلِ رویش در آن چکیده. فی‌الجمله شراب از دستِ نگارینش برگرفتم و بخوردم و عمر از سر گرفتم: ظَمَأٌ بِقَلْبی لا یَکادُ یُسیغُهُ
رَشْفُ الزُّلالِ وَلَوْ شَرِبْتُ بُحُوراً خرّم آن فرخنده‌طالع را که چشم
بر چنین روی اوفتد هر بامداد مستِ می بیدار گردد نیم‌شب
مستِ ساقی، روزِ محشر بامداد",5
"سالی محمد خوارزمشاه رحمة الله علیه با خَتا برای مصلحتی صلح اختیار کرد. به جامع کاشغَر در آمدم، پسری دیدم نحوی به غایتِ اعتدال و نهایتِ جمال، چنان که در امثال او گویند: معلمت همه شوخی و دلبری آموخت
جفا و ناز و عتاب و ستمگری آموخت من آدمی به چنین شکل و خوی و قدّ و روش
ندیده‌ام مگر این شیوه از پری آموخت مقدمه نحو زمخشری در دست داشت و همی خواند: ضَرَبَ زیدٌ عمرواً و کان المتعدّي عمرواً. گفتم: ای پسر، خوارزم و خَتا صلح کردند و زید و عمرو را همچنان خصومت باقیست؟ بخندید و مولدم پرسید، گفتم: خاک شیراز. گفت: از سخنان سعدی چه داری؟ گفتم: بُلیتُ بِنَحويٍّ یَصولُ مُغاضِباً
عَلَيَّ کَزَیدٍ في مُقابَلَةِ العَمرو علی جَرِّ ذَیلٍ لَیسَ یَرفَعُ رَأسَهُ
وَ هَل یَستَقیمُ الَّرفعُ مِن عامِلِ الجَرِّ لختی به اندیشه فرو رفت و گفت: غالب اشعار او در این زمین به زبان پارسیست، اگر بگویی به فهم نزدیک‌تر باشد. کَلِّمِ الناسَ عَلی قَدرِ عُقولِهِم. گفتم: طبع تو را تا هوس نحو کرد
صورت صبر از دل ما محو کرد ای دل عشاق به دام تو صید
ما به تو مشغول و تو با عمرو و زید؟ بامدادان که عزم سفر مصمم شد، گفته بودندش که فلان سعدیست. دوان آمد و تلطف کرد و تأسف خورد که چندین مدت چرا نگفتی منم؛ تا شکر قدوم بزرگان را میان به خدمت ببستمی. گفتم: با وجودت ز من آواز نیاید که منم گفتا چه شود گر در این خطه چندی برآسایی تا به خدمت مستفید گردیم. گفتم نتوانم به حکم این حکایت: بزرگی دیدم اندر کوهساری
قناعت کرده از دنیا به غاری چرا گفتم به شهر اندر نیایی
که باری بندی از دل برگشایی بگفت آنجا پریرویان نغزند
چو گِل بسیار شد پیلان بلغزند این بگفتم و بوسه بر سر و روی یکدیگر دادیم و وداع کردیم. بوسه دادن به روی دوست چه سود
هم در این لحظه کردنش بدرود سیب گویی وداع بستان کرد
روی از این نیمه سرخ و زآن سو زرد إِنْ لَم أَمُتْ یَومَ الوَداعِ تَأسُّفاً
لا تَحسَبوني في المَوَدَّةِ مُنصِفاً",5
